sample_type,x1,x2,actual_swap_test_loss,reconstruction_score,reconstruction_fidelity,trash_z_expectation
normal,0.4446534487824258,0.4446534487824258,0.00048828125,0.002117498564493614,0.9978825014355064,0.9974167343417348
normal,0.5639833635921895,0.5639833635921895,0.000732421875,0.0030425810127835407,0.9969574189872165,0.9955024146313537
normal,0.4547273470302678,0.4547273470302678,0.00048828125,0.001407632777261969,0.998592367222738,0.9983166447202794
normal,0.5540678784665669,0.5540678784665669,0.000732421875,0.0022117652759663375,0.9977882347240337,0.9966923742944793
normal,0.5762179001891403,0.5762179001891403,0.001220703125,0.004246671688240111,0.9957533283117599,0.9937830778795832
normal,0.5129663228738371,0.5129663228738371,0.0,0.00019123269381515762,0.9998087673061848,0.9996555904082428
normal,0.5276695701425411,0.5276695701425411,0.000244140625,0.0006467400014681379,0.9993532599985319,0.9989627346421937
normal,0.597612547184339,0.597612547184339,0.002197265625,0.0068172759871204525,0.9931827240128795,0.9901169799978423
normal,0.49016357989671416,0.49016357989671416,0.0,8.693829869022007e-05,0.9999130617013098,0.9999120953837074
normal,0.4703497101529192,0.4703497101529192,0.000244140625,0.000600726695961451,0.9993992733040385,0.99932062433508
normal,0.4323384467608529,0.4323384467608529,0.000732421875,0.003188361698402753,0.9968116383015972,0.9960468782066186
normal,0.5020853540173174,0.5020853540173174,0.0,4.940953102017254e-05,0.9999505904689798,0.9999025563361567
normal,0.5739572105459153,0.5739572105459153,0.001220703125,0.004009431496343141,0.9959905685036569,0.9941215670017941
normal,0.5479797690700433,0.5479797690700433,0.00048828125,0.001766825877424938,0.9982331741225751,0.9973321599246764
normal,0.45289543792910214,0.45289543792910214,0.00048828125,0.001525631929032878,0.9984743680709671,0.9981677482423827
normal,0.4572312308083702,0.4572312308083702,0.000244140625,0.0012543060905033654,0.9987456939094966,0.9985095641913566
normal,0.4747914385329518,0.4747914385329518,0.0,0.0004362038107517119,0.9995637961892483,0.999519383405878
normal,0.5146134041247671,0.5146134041247671,0.0,0.00022723679771885497,0.9997727632022811,0.999598464296468
normal,0.4897344286448158,0.4897344286448158,0.0,9.20755584125077e-05,0.9999079244415875,0.9999073320873836
normal,0.510722697272154,0.510722697272154,0.0,0.00014832106190931782,0.9998516789380907,0.9997250662387615
normal,0.5148369689022724,0.5148369689022724,0.0,0.000232417186990741,0.9997675828130093,0.9995903110340237
